year,month,vtype,make,make
2016,6,02 - Automobile,LAMBO,1
2016,6,02 - Automobile,LAND ROVER,15
2016,6,02 - Automobile,LANDROVER,2
2016,6,02 - Automobile,LEX,2
2016,6,02 - Automobile,LEXS,43
2016,6,02 - Automobile,LEXU,70
2016,6,02 - Automobile,LEXUS,194
2016,6,02 - Automobile,LEXUX,3
2016,6,02 - Automobile,LINC,38
2016,6,02 - Automobile,LINCOLN,40
2016,6,02 - Automobile,LNDR,8
2016,6,02 - Automobile,MADZA,6
2016,6,02 - Automobile,MASE,1
2016,6,02 - Automobile,MAZ,4
2016,6,02 - Automobile,MAZD,61
2016,6,02 - Automobile,MAZDA,207
2016,6,02 - Automobile,MECEDEZ,1
2016,6,02 - Automobile,MERC,27
2016,6,02 - Automobile,MERC BENZ,1
2016,6,02 - Automobile,MERCDES,1
2016,6,02 - Automobile,MERCEDES,103
2016,6,02 - Automobile,MERCEDES BENZ,16
2016,6,02 - Automobile,MERCEDES-BENZ,1
2016,6,02 - Automobile,MERCEDEZ,17
2016,6,02 - Automobile,MERCURY,69
2016,6,02 - Automobile,MERZ,230
2016,6,02 - Automobile,MERZ BENZ,4
2016,6,02 - Automobile,MINI,36
2016,6,02 - Automobile,MINI COOPER,1
2016,6,02 - Automobile,MIST,1
2016,6,02 - Automobile,MITS,84
2016,6,02 - Automobile,MITSHUBISHI,1
2016,6,02 - Automobile,MITSUBISHI,55
2016,6,02 - Automobile,MITSUBUSHI,3
2016,6,02 - Automobile,MITUSBISHI,2
2016,6,02 - Automobile,MITZ,1
2016,6,02 - Automobile,MNI,1
2016,6,02 - Automobile,MTSUBISHI,2
2016,6,02 - Automobile,MURC,1
2016,6,02 - Automobile,MW,1
2016,6,02 - Automobile,NISAN,2
2016,6,02 - Automobile,NISS,367
2016,6,02 - Automobile,NISSA,2
2016,6,02 - Automobile,NISSAAN,1
2016,6,02 - Automobile,NISSAN,689
2016,6,02 - Automobile,NISSAN MURANO,1
2016,6,02 - Automobile,NISSIAN,4
2016,6,02 - Automobile,NISSNA,2
2016,6,02 - Automobile,OLDS,8
2016,6,02 - Automobile,OLDSMOBILE,18
2016,6,02 - Automobile,OUTBACK,1
2016,6,02 - Automobile,PLYM,1
2016,6,02 - Automobile,PLYMOUTH,7
2016,6,02 - Automobile,PONT,31
2016,6,02 - Automobile,PONTIAC,67
2016,6,02 - Automobile,PORCHE,1
2016,6,02 - Automobile,PORS,5
2016,6,02 - Automobile,PORSCH,1
2016,6,02 - Automobile,PORSCHE,3
2016,6,02 - Automobile,PORSHE,4
2016,6,02 - Automobile,PRIUS,1
2016,6,02 - Automobile,PTRB,3
2016,6,02 - Automobile,RAM,8
2016,6,02 - Automobile,RANG,5
2016,6,02 - Automobile,RANG ROVER,1
2016,6,02 - Automobile,RANGE,2
2016,6,02 - Automobile,RANGE ROVER,4
2016,6,02 - Automobile,RANGE RVR,1
2016,6,02 - Automobile,ROGUE,1
2016,6,02 - Automobile,SAA,1
2016,6,02 - Automobile,SAAB,14
2016,6,02 - Automobile,SATR,2
2016,6,02 - Automobile,SATRUN,4
2016,6,02 - Automobile,SATU,5
2016,6,02 - Automobile,SATURN,42
2016,6,02 - Automobile,SCI,1
2016,6,02 - Automobile,SCIO,3
2016,6,02 - Automobile,SCION,88
2016,6,02 - Automobile,SICON,1
2016,6,02 - Automobile,SMART,6
2016,6,02 - Automobile,SOSGE,1
2016,6,02 - Automobile,SPRINTER,1
2016,6,02 - Automobile,STRN,12
2016,6,02 - Automobile,SUB,4
2016,6,02 - Automobile,SUBA,60
2016,6,02 - Automobile,SUBARU,110
2016,6,02 - Automobile,SUBU,2
2016,6,02 - Automobile,SUBURA,2
2016,6,02 - Automobile,SURE,1
2016,6,02 - Automobile,SUZU,4
2016,6,02 - Automobile,SUZUKI,14
2016,6,02 - Automobile,TESL,3
2016,6,02 - Automobile,TESLA,1
2016,6,02 - Automobile,TOTOTA,2
2016,6,02 - Automobile,TOTY,4
2016,6,02 - Automobile,TOY,18
2016,6,02 - Automobile,TOYO,13
2016,6,02 - Automobile,TOYOT,8
2016,6,02 - Automobile,TOYOTA,1609
2016,6,02 - Automobile,TOYOTOA,1
2016,6,02 - Automobile,TOYOYA,1
2016,6,02 - Automobile,TOYT,854
2016,6,02 - Automobile,TOYT4D,1
2016,6,02 - Automobile,TOYTA,8
2016,6,02 - Automobile,TOYTOA,2
2016,6,02 - Automobile,VOLK,134
2016,6,02 - Automobile,VOLKS,50
2016,6,02 - Automobile,VOLKS WAGON,4
2016,6,02 - Automobile,VOLKSWAGEN,17
2016,6,02 - Automobile,VOLKSWAGIN,2
2016,6,02 - Automobile,VOLKSWAGON,37
2016,6,02 - Automobile,VOLKWAGON,1
2016,6,02 - Automobile,VOLS,9
2016,6,02 - Automobile,VOLSKWAGON,1
2016,6,02 - Automobile,VOLV,43
2016,6,02 - Automobile,VOLVO,85
2016,6,02 - Automobile,VOV,1
2016,6,02 - Automobile,VW,46
2016,6,02 - Automobile,VWOLK,3
2016,6,02 - Automobile,VWOLKS,1
2016,6,02 - Automobile,YAMAHA,3
2016,6,03 - Station Wagon,ACUARA,1
2016,6,03 - Station Wagon,ACURA,8
2016,6,03 - Station Wagon,AUDI,2
2016,6,03 - Station Wagon,BMW,1
2016,6,03 - Station Wagon,CADI,6
2016,6,03 - Station Wagon,CADILLAC,5
2016,6,03 - Station Wagon,CEVY,1
2016,6,03 - Station Wagon,CHEV,7
2016,6,03 - Station Wagon,CHEVROLET,2
2016,6,03 - Station Wagon,CHEVY,3
2016,6,03 - Station Wagon,CHRYSL,1
2016,6,03 - Station Wagon,CHRYSLER,2
2016,6,03 - Station Wagon,DODGE,4
2016,6,03 - Station Wagon,FORD,33
2016,6,03 - Station Wagon,GMC,3
2016,6,03 - Station Wagon,HOND,20
2016,6,03 - Station Wagon,HONDA,9
2016,6,03 - Station Wagon,HYUN,4
2016,6,03 - Station Wagon,HYUNDAI,4
2016,6,03 - Station Wagon,INFI,2
2016,6,03 - Station Wagon,INFIN,1
2016,6,03 - Station Wagon,INFINITI,2
2016,6,03 - Station Wagon,ISUZ,1
2016,6,03 - Station Wagon,JEEP,6
2016,6,03 - Station Wagon,KIA,5
2016,6,03 - Station Wagon,LEXS,2
2016,6,03 - Station Wagon,LEXUS,4
2016,6,03 - Station Wagon,LINC,1
2016,6,03 - Station Wagon,MAZD,1
2016,6,03 - Station Wagon,MAZDA,4
2016,6,03 - Station Wagon,MERCEDES,2
2016,6,03 - Station Wagon,MERCURY,1
2016,6,03 - Station Wagon,MERZ,3
2016,6,03 - Station Wagon,MITSUBISHI,5
2016,6,03 - Station Wagon,NISS,15
2016,6,03 - Station Wagon,NISSAN,13
2016,6,03 - Station Wagon,NISSIAN,1
2016,6,03 - Station Wagon,SUBA,11
2016,6,03 - Station Wagon,SUBARU,13
2016,6,03 - Station Wagon,SUZUKI,2
2016,6,03 - Station Wagon,TOYO,6
2016,6,03 - Station Wagon,TOYOTA,22
2016,6,03 - Station Wagon,TOYT,15
2016,6,03 - Station Wagon,VOLK,1
2016,6,03 - Station Wagon,VOLV,1
2016,6,03 - Station Wagon,VOLVO,3
2016,6,03 - Station Wagon,VW,1
2016,6,04 - Limousine,FORD,2
2016,6,04 - Limousine,HONDA,1
2016,6,04 - Limousine,SCIO,1
2016,6,05 - Light Duty Truck,ACUR,6
2016,6,05 - Light Duty Truck,ACURA,4
2016,6,05 - Light Duty Truck,AUDI,3
2016,6,05 - Light Duty Truck,BENZ,1
2016,6,05 - Light Duty Truck,BMW,11
2016,6,05 - Light Duty Truck,BUIC,2
2016,6,05 - Light Duty Truck,BUICK,2
2016,6,05 - Light Duty Truck,CADI,10
2016,6,05 - Light Duty Truck,CADILLAC,1
2016,6,05 - Light Duty Truck,CHEV,58
2016,6,05 - Light Duty Truck,CHEVORLET,2
2016,6,05 - Light Duty Truck,CHEVROLET,22
2016,6,05 - Light Duty Truck,CHEVY,52
2016,6,05 - Light Duty Truck,CHEVY TK,3
2016,6,05 - Light Duty Truck,CHRY,1
2016,6,05 - Light Duty Truck,CHRYSLER,1
2016,6,05 - Light Duty Truck,DODG,17
2016,6,05 - Light Duty Truck,DODGE,28
2016,6,05 - Light Duty Truck,FORD,226
2016,6,05 - Light Duty Truck,FREIGHT,2
2016,6,05 - Light Duty Truck,FREIGHTLINER,1
2016,6,05 - Light Duty Truck,FRHT,3
2016,6,05 - Light Duty Truck,GMC,27
2016,6,05 - Light Duty Truck,HINO,2
2016,6,05 - Light Duty Truck,HOND,38
2016,6,05 - Light Duty Truck,HONDA,22
2016,6,05 - Light Duty Truck,HYUN,3
2016,6,05 - Light Duty Truck,HYUNDAI,10
2016,6,05 - Light Duty Truck,INFI,2
2016,6,05 - Light Duty Truck,INFIN,1
2016,6,05 - Light Duty Truck,INFINITY,3
2016,6,05 - Light Duty Truck,ISSU,1
2016,6,05 - Light Duty Truck,ISU,2
2016,6,05 - Light Duty Truck,ISUSU,1
2016,6,05 - Light Duty Truck,ISUZU,12
2016,6,05 - Light Duty Truck,JEEP,31
2016,6,05 - Light Duty Truck,JEPP,1
2016,6,05 - Light Duty Truck,KIA,9
2016,6,05 - Light Duty Truck,LAND ROVER,2
2016,6,05 - Light Duty Truck,LAND RVR,2
2016,6,05 - Light Duty Truck,LEX,2
2016,6,05 - Light Duty Truck,LEXU,4
2016,6,05 - Light Duty Truck,LEXUS,10
2016,6,05 - Light Duty Truck,LINC,2
2016,6,05 - Light Duty Truck,LINCOLN,2
2016,6,05 - Light Duty Truck,LNDR,1
2016,6,05 - Light Duty Truck,MAZD,1
2016,6,05 - Light Duty Truck,MAZDA,4
2016,6,05 - Light Duty Truck,MERC,2
2016,6,05 - Light Duty Truck,MERCE,2
2016,6,05 - Light Duty Truck,MERCEDES,2
2016,6,05 - Light Duty Truck,MERZ,10
2016,6,05 - Light Duty Truck,MITS,1
2016,6,05 - Light Duty Truck,NAZDA,1
2016,6,05 - Light Duty Truck,NISS,23
2016,6,05 - Light Duty Truck,NISSAN,18
2016,6,05 - Light Duty Truck,RAM,3
2016,6,05 - Light Duty Truck,SAT,1
2016,6,05 - Light Duty Truck,SUBA,2
2016,6,05 - Light Duty Truck,SUBARU,3
2016,6,05 - Light Duty Truck,SUZI,1
2016,6,05 - Light Duty Truck,TOYO,3
2016,6,05 - Light Duty Truck,TOYOT,5
2016,6,05 - Light Duty Truck,TOYOTA,71
2016,6,05 - Light Duty Truck,TOYT,53
2016,6,05 - Light Duty Truck,VOLV,10
2016,6,06 - Heavy Duty Truck,CHEV,40
2016,6,06 - Heavy Duty Truck,CHEVROLET,4
2016,6,06 - Heavy Duty Truck,CHEVY,3
2016,6,06 - Heavy Duty Truck,DODG,1
2016,6,06 - Heavy Duty Truck,DODGE,4
2016,6,06 - Heavy Duty Truck,FORD,41
2016,6,06 - Heavy Duty Truck,FREIGHTLINER,3
2016,6,06 - Heavy Duty Truck,FRHT,3
2016,6,06 - Heavy Duty Truck,GMC,15
2016,6,06 - Heavy Duty Truck,HINO,4
2016,6,06 - Heavy Duty Truck,HONDA,4
2016,6,06 - Heavy Duty Truck,HYUNDAI,1
2016,6,06 - Heavy Duty Truck,INTE,3
2016,6,06 - Heavy Duty Truck,INTERNATIONAL,2
2016,6,06 - Heavy Duty Truck,INTL,2
2016,6,06 - Heavy Duty Truck,ISU,6
2016,6,06 - Heavy Duty Truck,ISUZ,1
2016,6,06 - Heavy Duty Truck,ISUZU,3
2016,6,06 - Heavy Duty Truck,MACK,3
2016,6,06 - Heavy Duty Truck,MITS,1
2016,6,06 - Heavy Duty Truck,PETE,1
2016,6,06 - Heavy Duty Truck,PETERBUILT,3
2016,6,06 - Heavy Duty Truck,PTRB,2
2016,6,06 - Heavy Duty Truck,STER,1
2016,6,06 - Heavy Duty Truck,TOYOTA,1
2016,6,06 - Heavy Duty Truck,UD,1
2016,6,06 - Heavy Duty Truck,UDT,2
2016,6,06 - Heavy Duty Truck,WHIT,1
2016,6,07 - Truck/Road Tractor,HYUN,4
2016,6,08 - Recreational Vehicle,ACURA,1
2016,6,08 - Recreational Vehicle,CADI,1
2016,6,08 - Recreational Vehicle,CHEVY,1
2016,6,08 - Recreational Vehicle,CHRY,2
2016,6,08 - Recreational Vehicle,FORD,2
2016,6,08 - Recreational Vehicle,GMC,1
2016,6,08 - Recreational Vehicle,HOND,1
2016,6,08 - Recreational Vehicle,HONDA,3
2016,6,08 - Recreational Vehicle,HUYN,1
2016,6,08 - Recreational Vehicle,INFI,1
2016,6,08 - Recreational Vehicle,JEEP,10
2016,6,08 - Recreational Vehicle,LEXUS,1
2016,6,08 - Recreational Vehicle,MERZ,1
2016,6,08 - Recreational Vehicle,NISSAN,2
2016,6,08 - Recreational Vehicle,TOYOTA,1
2016,6,09 - Farm Vehicle,MERC,1
2016,6,10 - Transit Bus,BUS,1
2016,6,10 - Transit Bus,GILL,2
2016,6,12 - School Bus,THOMAS,1
2016,6,19 - Moped,LB50,8
2016,6,19 - Moped,TAOTAO,1
2016,6,19 - Moped,YAMAHA,2
2016,6,19 - Moped,ZUMMERQ,4
2016,6,20 - Commercial Rig,PETERBILT,2
2016,6,20 - Commercial Rig,TOYOTA,1
2016,6,20 - Commercial Rig,VOLVO,3
2016,6,25 - Utility Trailer,TOWMQ,3
2016,6,26 - Boat Trailer,CHEV,1
2016,6,26 - Boat Trailer,JEEP,4
2016,6,28 - Other,ACUR,6
2016,6,28 - Other,ACURA,6
2016,6,28 - Other,AUDI,1
2016,6,28 - Other,BMW,2
2016,6,28 - Other,CADI,4
2016,6,28 - Other,CADILLAC,3
2016,6,28 - Other,CHEV,7
2016,6,28 - Other,CHEVROLET,14
2016,6,28 - Other,CHEVY,4
2016,6,28 - Other,CHRYSLER,1
2016,6,28 - Other,CRISWELL,5
2016,6,28 - Other,DODG,5
2016,6,28 - Other,DODGE,7
2016,6,28 - Other,FORD,48
2016,6,28 - Other,GHOST,1
2016,6,28 - Other,GMC,4
2016,6,28 - Other,HINO,1
2016,6,28 - Other,HOND,15
2016,6,28 - Other,HONDA,22
2016,6,28 - Other,HUMM,1
2016,6,28 - Other,HYUN,1
2016,6,28 - Other,HYUNDAI,7
2016,6,28 - Other,INFINITI,3
2016,6,28 - Other,INFINITY,3
2016,6,28 - Other,ISUZU,1
2016,6,28 - Other,JEEP,7
2016,6,28 - Other,KEXU,1
2016,6,28 - Other,KIA,5
2016,6,28 - Other,LEXUS,8
2016,6,28 - Other,LNDR,3
2016,6,28 - Other,MAZ,1
2016,6,28 - Other,MAZD,1
2016,6,28 - Other,MAZDA,3
2016,6,28 - Other,MERZ,1
2016,6,28 - Other,MITS,6
2016,6,28 - Other,MITSUBISHI,1
2016,6,28 - Other,NISS,2
2016,6,28 - Other,NISSAN,10
2016,6,28 - Other,QACURA,2
2016,6,28 - Other,ROV,1
2016,6,28 - Other,SUBA,1
2016,6,28 - Other,TAOT,6
2016,6,28 - Other,THOMAS,1
2016,6,28 - Other,TOYO,1
2016,6,28 - Other,TOYOTA,30
2016,6,28 - Other,TOYT,22
2016,6,28 - Other,VOLKSWAGON,1
2016,6,28 - Other,VOLVO,3
2016,6,28 - Other,]LEXUS,1
2016,6,29 - Unknown,HONDA,1
2016,6,29 - Unknown,TOYOTA,1
2016,7,01 - Motorcycle,ACURA,6
2016,7,01 - Motorcycle,BMW,5
2016,7,01 - Motorcycle,CHEV,2
2016,7,01 - Motorcycle,CHEVY,1
2016,7,01 - Motorcycle,DODGE,1
2016,7,01 - Motorcycle,DUCATI,1
2016,7,01 - Motorcycle,FORD,8
2016,7,01 - Motorcycle,HARLEY,4
2016,7,01 - Motorcycle,HARLEY DAVIDSON,3
2016,7,01 - Motorcycle,HOND,11
2016,7,01 - Motorcycle,HONDA,27
2016,7,01 - Motorcycle,KAWA,2
2016,7,01 - Motorcycle,KAWASAKI,24
2016,7,01 - Motorcycle,KAWI,1
2016,7,01 - Motorcycle,KAWK,3
2016,7,01 - Motorcycle,KAWKISI,4
2016,7,01 - Motorcycle,KIA,2
2016,7,01 - Motorcycle,MERC,1
2016,7,01 - Motorcycle,MINI,5
2016,7,01 - Motorcycle,OLDSMOBILE,1
2016,7,01 - Motorcycle,SUBA,2
2016,7,01 - Motorcycle,SUBARU,2
2016,7,01 - Motorcycle,SUZ,3
2016,7,01 - Motorcycle,SUZI,1
2016,7,01 - Motorcycle,SUZUKI,10
2016,7,01 - Motorcycle,TOMAS,11
2016,7,01 - Motorcycle,TOYOTA,28
2016,7,01 - Motorcycle,TRIMUPH,1
2016,7,01 - Motorcycle,VOLK,1
2016,7,01 - Motorcycle,VOLVO,2
2016,7,01 - Motorcycle,YAMA,1
2016,7,01 - Motorcycle,YAMAHA,6
2016,7,02 - Automobile,ACUR,151
2016,7,02 - Automobile,ACURA,274
2016,7,02 - Automobile,ASTON MARTIN,2
2016,7,02 - Automobile,AUDI,139
2016,7,02 - Automobile,AURA,3
2016,7,02 - Automobile,BENT,3
2016,7,02 - Automobile,BMW,487
2016,7,02 - Automobile,BUIC,21
2016,7,02 - Automobile,BUICK,48
2016,7,02 - Automobile,C HEV,1
2016,7,02 - Automobile,CADI,43
2016,7,02 - Automobile,CADILAC,2
2016,7,02 - Automobile,CADILIAC,1
2016,7,02 - Automobile,CADILLAC,29
2016,7,02 - Automobile,CHER,2
2016,7,02 - Automobile,CHEV,327
2016,7,02 - Automobile,CHEVERLOT,2
2016,7,02 - Automobile,CHEVORLET,3
2016,7,02 - Automobile,CHEVROLET,244
2016,7,02 - Automobile,CHEVY,215
2016,7,02 - Automobile,CHEVY CAMARO,2
2016,7,02 - Automobile,CHEVYROLET,5
2016,7,02 - Automobile,CHRSLER,1
2016,7,02 - Automobile,CHRY,82
2016,7,02 - Automobile,CHRYLSER,1
2016,7,02 - Automobile,CHRYS,5
2016,7,02 - Automobile,CHRYSLER,95
2016,7,02 - Automobile,CHRYSTLER,7
2016,7,02 - Automobile,CHYRSLER,2
2016,7,02 - Automobile,COOPER,1
2016,7,02 - Automobile,COROLLA,1
2016,7,02 - Automobile,CRY,1
2016,7,02 - Automobile,DDODGE,1
2016,7,02 - Automobile,DODG,73
2016,7,02 - Automobile,DODGE,358
2016,7,02 - Automobile,DODGGE,1
2016,7,02 - Automobile,FIAT,3
2016,7,02 - Automobile,FOR,4
2016,7,02 - Automobile,FORD,1047
2016,7,02 - Automobile,FRHT,3
2016,7,02 - Automobile,GEO,8
2016,7,02 - Automobile,GMC,92
2016,7,02 - Automobile,HARLEY DAVIDSON,1
2016,7,02 - Automobile,HAUL,1
2016,7,02 - Automobile,HIA,1
2016,7,02 - Automobile,HINDA,6
2016,7,02 - Automobile,HODA,2
2016,7,02 - Automobile,HODNA,3
2016,7,02 - Automobile,HOINDA,3
2016,7,02 - Automobile,HON,1
2016,7,02 - Automobile,HONA,4
2016,7,02 - Automobile,HOND,531
2016,7,02 - Automobile,HONDA,1504
2016,7,02 - Automobile,HONNDA,1
2016,7,02 - Automobile,HUMMER,3
2016,7,02 - Automobile,HUYN,3
2016,7,02 - Automobile,HUYNDAI,1
2016,7,02 - Automobile,HYANDAI,5
2016,7,02 - Automobile,HYND,1
2016,7,02 - Automobile,HYNDAI,1
2016,7,02 - Automobile,HYUD,1
2016,7,02 - Automobile,HYUDAI,1
2016,7,02 - Automobile,HYUN,137
2016,7,02 - Automobile,HYUND,9
2016,7,02 - Automobile,HYUNDA,7
2016,7,02 - Automobile,HYUNDAI,214
2016,7,02 - Automobile,HYUNDAY,1
2016,7,02 - Automobile,HYUNDIA,13
2016,7,02 - Automobile,ICU,1
2016,7,02 - Automobile,INFI,56
2016,7,02 - Automobile,INFIN,1
2016,7,02 - Automobile,INFINI,1
2016,7,02 - Automobile,INFINITE,4
2016,7,02 - Automobile,INFINITI,77
2016,7,02 - Automobile,INFINITY,20
2016,7,02 - Automobile,INFINTI,1
2016,7,02 - Automobile,INFITI,2
2016,7,02 - Automobile,INFNITY,16
2016,7,02 - Automobile,ISU,3
2016,7,02 - Automobile,ISUZ,1
2016,7,02 - Automobile,ISUZU,1
2016,7,02 - Automobile,JAG,3
2016,7,02 - Automobile,JAGU,12
2016,7,02 - Automobile,JAGUAR,19
2016,7,02 - Automobile,JEEP,270
2016,7,02 - Automobile,KA,1
2016,7,02 - Automobile,KIA,156
2016,7,02 - Automobile,LAND ROVER,12
2016,7,02 - Automobile,LEX,6
2016,7,02 - Automobile,LEXIS,1
2016,7,02 - Automobile,LEXS,59
2016,7,02 - Automobile,LEXSUS,1
2016,7,02 - Automobile,LEXU,37
2016,7,02 - Automobile,LEXUS,181
2016,7,02 - Automobile,LINC,48
2016,7,02 - Automobile,LINCOLN,56
2016,7,02 - Automobile,LNDR,8
2016,7,02 - Automobile,MASE,1
2016,7,02 - Automobile,MASERATI,5
2016,7,02 - Automobile,MASERATTI,1
2016,7,02 - Automobile,MAZ,1
2016,7,02 - Automobile,MAZD,59
2016,7,02 - Automobile,MAZDA,157
2016,7,02 - Automobile,MECURY,1
2016,7,02 - Automobile,MER,1
2016,7,02 - Automobile,MERC,29
2016,7,02 - Automobile,MERCEDES,100
2016,7,02 - Automobile,MERCEDES BENZ,14
2016,7,02 - Automobile,MERCEDES-BENZ,2
2016,7,02 - Automobile,MERCEDEZ,34
2016,7,02 - Automobile,MERCEDEZ BENZ,4
2016,7,02 - Automobile,MERCURY,31
2016,7,02 - Automobile,MERCZ,2
2016,7,02 - Automobile,MERZ,152
2016,7,02 - Automobile,MERZ BENZ,1
2016,7,02 - Automobile,METZ,1
2016,7,02 - Automobile,MINI,33
2016,7,02 - Automobile,MINI COOPER,1
2016,7,02 - Automobile,MINICOOPER,6
2016,7,02 - Automobile,MINNIAN,1
2016,7,02 - Automobile,MISS,3
2016,7,02 - Automobile,MITI,1
2016,7,02 - Automobile,MITS,73
2016,7,02 - Automobile,MITSU,8
2016,7,02 - Automobile,MITSUBISHI,44
2016,7,02 - Automobile,MITSUBSHI,3
2016,7,02 - Automobile,MITUBISHI,2
2016,7,02 - Automobile,NISS,305
2016,7,02 - Automobile,NISS 4DR,1
2016,7,02 - Automobile,NISSAN,685
2016,7,02 - Automobile,NISSIAN,2
2016,7,02 - Automobile,NOLKSWAGEN,1
2016,7,02 - Automobile,OLDS,18
2016,7,02 - Automobile,OLDSMOBILE,5
2016,7,02 - Automobile,PLDS,1
2016,7,02 - Automobile,PLYM,4
2016,7,02 - Automobile,PONT,25
2016,7,02 - Automobile,PONTIAC,25
2016,7,02 - Automobile,PORS,10
2016,7,02 - Automobile,PORSCHE,24
2016,7,02 - Automobile,POTIAC,1
2016,7,02 - Automobile,RAM,1
2016,7,02 - Automobile,RANGE ROVER,4
2016,7,02 - Automobile,SAA,2
2016,7,02 - Automobile,SAAB,22
2016,7,02 - Automobile,SATR,1
2016,7,02 - Automobile,SATU,1
2016,7,02 - Automobile,SATURN,29
2016,7,02 - Automobile,SC400 2D,1
2016,7,02 - Automobile,SCIO,7
2016,7,02 - Automobile,SCION,65
2016,7,02 - Automobile,SLANTRA,1
2016,7,02 - Automobile,SMART,2
2016,7,02 - Automobile,STRN,6
2016,7,02 - Automobile,SUB,5
2016,7,02 - Automobile,SUBA,55
2016,7,02 - Automobile,SUBARA,1
2016,7,02 - Automobile,SUBARU,120
2016,7,02 - Automobile,SUBAU,3
2016,7,02 - Automobile,SUBU,3
2016,7,02 - Automobile,SUBURA,4
2016,7,02 - Automobile,SUBURU,2
2016,7,02 - Automobile,SUZIKI,3
2016,7,02 - Automobile,SUZU,6
2016,7,02 - Automobile,SUZUKI,12
2016,7,02 - Automobile,TESL,2
2016,7,02 - Automobile,TESLA,1
2016,7,02 - Automobile,TIYITA,2
2016,7,02 - Automobile,TK,1
2016,7,02 - Automobile,TLOYOTA,2
2016,7,02 - Automobile,TOTOTA,1
2016,7,02 - Automobile,TOTY,1
2016,7,02 - Automobile,TOTYT,1
2016,7,02 - Automobile,TOY,9
2016,7,02 - Automobile,TOYO,12
2016,7,02 - Automobile,TOYOA,1
2016,7,02 - Automobile,TOYOT,9
2016,7,02 - Automobile,TOYOTA,1523
2016,7,02 - Automobile,TOYOYA,2
2016,7,02 - Automobile,TOYT,753
2016,7,02 - Automobile,TOYT4DR,1
2016,7,02 - Automobile,TOYTA,5
2016,7,02 - Automobile,TOYTOA,10
2016,7,02 - Automobile,TYG,7
2016,7,02 - Automobile,TYOTA,2
2016,7,02 - Automobile,VOLK,89
2016,7,02 - Automobile,VOLKS,30
2016,7,02 - Automobile,VOLKSAGON,1
2016,7,02 - Automobile,VOLKSW,2
2016,7,02 - Automobile,VOLKSWAGE,2
2016,7,02 - Automobile,VOLKSWAGEN,44
2016,7,02 - Automobile,VOLKSWAGGON,3
2016,7,02 - Automobile,VOLKSWAGON,55
2016,7,02 - Automobile,VOLKWAGON,8
2016,7,02 - Automobile,VOLSWAGEN,1
2016,7,02 - Automobile,VOLV,22
2016,7,02 - Automobile,VOLV0,1
2016,7,02 - Automobile,VOLVO,62
2016,7,02 - Automobile,VW,45
2016,7,02 - Automobile,YAMA,1
2016,7,02 - Automobile,YAMAHA,1
2016,7,03 - Station Wagon,ACUR,2
2016,7,03 - Station Wagon,AUDI,9
2016,7,03 - Station Wagon,BMW,2
2016,7,03 - Station Wagon,CADI,4
2016,7,03 - Station Wagon,CHEV,4
2016,7,03 - Station Wagon,CHRY,1
2016,7,03 - Station Wagon,DODGE,4
2016,7,03 - Station Wagon,FORD,17
2016,7,03 - Station Wagon,HINDA,1
2016,7,03 - Station Wagon,HOND,10
2016,7,03 - Station Wagon,HONDA,29
2016,7,03 - Station Wagon,HUMMER,2
2016,7,03 - Station Wagon,HYUN,1
2016,7,03 - Station Wagon,HYUNDA,1
2016,7,03 - Station Wagon,HYUNDAI,1
2016,7,03 - Station Wagon,JEEP,7
2016,7,03 - Station Wagon,KIA,11
2016,7,03 - Station Wagon,LEXUS,6
2016,7,03 - Station Wagon,MAZD,1
2016,7,03 - Station Wagon,MAZDA,3
2016,7,03 - Station Wagon,MERZ,2
2016,7,03 - Station Wagon,MITS,1
2016,7,03 - Station Wagon,NISS,4
2016,7,03 - Station Wagon,NISSAN,10
2016,7,03 - Station Wagon,PONTIAC,3
2016,7,03 - Station Wagon,SCION,1
2016,7,03 - Station Wagon,SUB,1
2016,7,03 - Station Wagon,SUBA,6
2016,7,03 - Station Wagon,SUBARU,8
2016,7,03 - Station Wagon,TOYOT,2
2016,7,03 - Station Wagon,TOYOTA,19
2016,7,03 - Station Wagon,TOYT,7
2016,7,03 - Station Wagon,VOLK,1
2016,7,03 - Station Wagon,VOLV,1
2016,7,03 - Station Wagon,VOLVO,2
2016,7,04 - Limousine,DODGE,1
2016,7,04 - Limousine,LICOLN,2
2016,7,04 - Limousine,MACK,2
2016,7,04 - Limousine,TOYOTA,1
2016,7,05 - Light Duty Truck,ACUR,7
2016,7,05 - Light Duty Truck,ACURA,7
2016,7,05 - Light Duty Truck,AUDI,5
2016,7,05 - Light Duty Truck,BMW,10
2016,7,05 - Light Duty Truck,BUIC,1
2016,7,05 - Light Duty Truck,CADI,4
2016,7,05 - Light Duty Truck,CADILLAC,1
2016,7,05 - Light Duty Truck,CHEROLET,3
2016,7,05 - Light Duty Truck,CHEV,51
2016,7,05 - Light Duty Truck,CHEVROLET,19
2016,7,05 - Light Duty Truck,CHEVY,50
2016,7,05 - Light Duty Truck,CHRY,1
2016,7,05 - Light Duty Truck,DODG,11
2016,7,05 - Light Duty Truck,DODGE,25
2016,7,05 - Light Duty Truck,FORD,197
2016,7,05 - Light Duty Truck,FREI,6
2016,7,05 - Light Duty Truck,FRHT,1
2016,7,05 - Light Duty Truck,FRIGHT,1
2016,7,05 - Light Duty Truck,GMC,55
2016,7,05 - Light Duty Truck,HNDA,1
